Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,99.55000305175781,101.75,98.94000244140625,101.12000274658203,96.02326202392578,35329300
2019-01-03,100.0999984741211,100.19000244140625,97.19999694824219,97.4000015258789,92.49076843261719,42579100
2019-01-04,99.72000122070312,102.51000213623047,98.93000030517578,101.93000030517578,96.79243469238281,44060600
2019-01-07,101.63999938964844,103.2699966430664,100.9800033569336,102.05999755859375,96.91588592529297,35656100
2019-01-08,103.04000091552734,103.97000122070312,101.70999908447266,102.80000305175781,97.61859130859375,31514400
2019-01-09,103.86000061035156,104.87999725341797,103.23999786376953,104.2699966430664,99.01448059082031,32280800
2019-01-10,103.22000122070312,103.75,102.37999725341797,103.5999984741211,98.37824249267578,30067600
2019-01-11,103.19000244140625,103.44000244140625,101.63999938964844,102.80000305175781,97.61859130859375,28314200
2019-01-14,101.9000015258789,102.87000274658203,101.26000213623047,102.05000305175781,96.90641784667969,28437100
2019-01-15,102.51000213623047,105.05000305175781,101.87999725341797,105.01000213623047,99.71719360351562,31587600
2019-01-16,105.26000213623047,106.26000213623047,104.95999908447266,105.37999725341797,100.06854248046875,29853900
2019-01-17,105.0,106.62999725341797,104.76000213623047,106.12000274658203,100.7712631225586,28393000
2019-01-18,107.45999908447266,107.9000015258789,105.91000366210938,107.70999908447266,102.28109741210938,37427600
2019-01-22,106.75,107.0999984741211,104.86000061035156,105.68000030517578,100.3534164428711,32371300
2019-01-23,106.12000274658203,107.04000091552734,105.33999633789062,106.70999908447266,101.33152770996094,25874300
2019-01-24,106.86000061035156,107.0,105.33999633789062,106.19999694824219,100.84722900390625,23164800
2019-01-25,107.23999786376953,107.87999725341797,106.19999694824219,107.16999816894531,101.76832580566406,31225600
2019-01-28,106.26000213623047,106.4800033569336,104.66000366210938,105.08000183105469,99.7836685180664,29476700
2019-01-29,104.87999725341797,104.97000122070312,102.16999816894531,102.94000244140625,97.75153350830078,31490500
2019-01-30,104.62000274658203,106.37999725341797,104.33000183105469,106.37999725341797,101.01812744140625,49471900
2019-01-31,103.80000305175781,105.22000122070312,103.18000030517578,104.43000030517578,99.16644287109375,55636400
2019-02-01,103.77999877929688,104.0999984741211,102.3499984741211,102.77999877929688,97.59961700439453,35535700
2019-02-04,102.87000274658203,105.80000305175781,102.7699966430664,105.73999786376953,100.41041564941406,31315100
2019-02-05,106.05999755859375,107.2699966430664,105.95999908447266,107.22000122070312,101.81581115722656,27325400
2019-02-06,107.0,107.0,105.52999877929688,106.02999877929688,100.685791015625,20609800
2019-02-07,105.19000244140625,105.58999633789062,104.29000091552734,105.2699966430664,99.9640884399414,29760700
2019-02-08,104.38999938964844,105.77999877929688,104.26000213623047,105.66999816894531,100.34394836425781,21461100
2019-02-11,106.19999694824219,106.58000183105469,104.97000122070312,105.25,99.94509887695312,18914100
2019-02-12,106.13999938964844,107.13999938964844,105.4800033569336,106.88999938964844,101.50245666503906,25056600
2019-02-13,107.5,107.77999877929688,106.70999908447266,106.80999755859375,101.42647552490234,18394900
2019-02-14,106.30999755859375,107.29000091552734,105.66000366210938,106.9000015258789,101.51192474365234,21784700
2019-02-15,107.91000366210938,108.30000305175781,107.36000061035156,108.22000122070312,102.76539611816406,26606900
2019-02-19,107.79000091552734,108.66000366210938,107.77999877929688,108.16999816894531,102.71792602539062,18038500
2019-02-20,107.86000061035156,107.94000244140625,106.29000091552734,107.1500015258789,102.18389892578125,21607700
2019-02-21,106.9000015258789,109.4800033569336,106.87000274658203,109.41000366210938,104.33914947509766,29063200
2019-02-22,110.05000305175781,111.19999694824219,109.81999969482422,110.97000122070312,105.82682800292969,27763200
2019-02-25,111.76000213623047,112.18000030517578,111.26000213623047,111.58999633789062,106.41810607910156,23750600
2019-02-26,111.26000213623047,113.23999786376953,111.16999816894531,112.36000061035156,107.15241241455078,21536700
2019-02-27,111.69000244140625,112.36000061035156,110.87999725341797,112.16999816894531,106.97122192382812,21487100
2019-02-28,112.04000091552734,112.87999725341797,111.7300033569336,112.02999877929688,106.83770751953125,29083900
2019-03-01,112.88999938964844,113.0199966430664,111.66999816894531,112.52999877929688,107.31452941894531,23501200
2019-03-04,113.0199966430664,113.25,110.80000305175781,112.26000213623047,107.05703735351562,26608000
2019-03-05,112.25,112.38999938964844,111.2300033569336,111.69999694824219,106.52301788330078,19538300
2019-03-06,111.87000274658203,112.66000366210938,111.43000030517578,111.75,106.57069396972656,17687000
2019-03-07,111.4000015258789,111.55000305175781,109.87000274658203,110.38999938964844,105.27371978759766,25339000
2019-03-08,109.16000366210938,110.70999908447266,108.80000305175781,110.51000213623047,105.3881607055664,22818400
2019-03-11,110.98999786376953,112.94999694824219,110.9800033569336,112.83000183105469,107.60062408447266,26491600
2019-03-12,112.81999969482422,113.98999786376953,112.6500015258789,113.62000274658203,108.35400390625,26132700
2019-03-13,114.12999725341797,115.0,113.77999877929688,114.5,109.1932144165039,35513800
2019-03-14,114.54000091552734,115.19999694824219,114.33000183105469,114.58999633789062,109.27906036376953,30763400
2019-03-15,115.33999633789062,117.25,114.58999633789062,115.91000366210938,110.53787231445312,54681100
2019-03-18,116.16999816894531,117.61000061035156,116.05000305175781,117.56999969482422,112.12093353271484,31207600
2019-03-19,118.08999633789062,118.44000244140625,116.98999786376953,117.6500015258789,112.19721984863281,37588700
2019-03-20,117.38999938964844,118.75,116.70999908447266,117.5199966430664,112.07325744628906,28113300
2019-03-21,117.13999938964844,120.81999969482422,117.08999633789062,120.22000122070312,114.64811706542969,29854400
2019-03-22,119.5,119.58999633789062,117.04000091552734,117.05000305175781,111.62503814697266,33624500
2019-03-25,116.55999755859375,118.01000213623047,116.31999969482422,117.66000366210938,112.20677185058594,27067100
2019-03-26,118.62000274658203,118.70999908447266,116.8499984741211,117.91000366210938,112.44518280029297,26097700
2019-03-27,117.87999725341797,118.20999908447266,115.5199966430664,116.7699966430664,111.35802459716797,22733400
2019-03-28,117.44000244140625,117.58000183105469,116.12999725341797,116.93000030517578,111.51058197021484,18334800
2019-03-29,118.06999969482422,118.31999969482422,116.95999908447266,117.94000244140625,112.4737777709961,25399800
2019-04-01,118.94999694824219,119.11000061035156,118.0999984741211,119.0199966430664,113.50373840332031,22789100
2019-04-02,119.05999755859375,119.4800033569336,118.5199966430664,119.19000244140625,113.6658706665039,18142300
2019-04-03,119.86000061035156,120.43000030517578,119.1500015258789,119.97000122070312,114.40972137451172,22860700
2019-04-04,120.0999984741211,120.2300033569336,118.37999725341797,119.36000061035156,113.82797241210938,20112800
2019-04-05,119.38999938964844,120.2300033569336,119.37000274658203,119.88999938964844,114.33341217041016,15826200
2019-04-08,119.80999755859375,120.0199966430664,118.63999938964844,119.93000030517578,114.3715591430664,15116200
2019-04-09,118.62999725341797,119.54000091552734,118.58000183105469,119.27999877929688,113.75169372558594,17612000
2019-04-10,119.76000213623047,120.3499984741211,119.54000091552734,120.19000244140625,114.6195068359375,16477200
2019-04-11,120.54000091552734,120.8499984741211,119.91999816894531,120.33000183105469,114.75301361083984,14209100
2019-04-12,120.63999938964844,120.9800033569336,120.37000274658203,120.94999694824219,115.34427642822266,19745100
2019-04-15,120.94000244140625,121.58000183105469,120.56999969482422,121.05000305175781,115.43965148925781,15792600
2019-04-16,121.63999938964844,121.6500015258789,120.0999984741211,120.7699966430664,115.1726303100586,14071800
2019-04-17,121.23999786376953,121.8499984741211,120.54000091552734,121.7699966430664,116.12625122070312,19300900
2019-04-18,122.19000244140625,123.5199966430664,121.30000305175781,123.37000274658203,117.65213012695312,27991000
2019-04-22,122.62000274658203,124.0,122.56999969482422,123.76000213623047,118.02404022216797,15648700
2019-04-23,124.0999984741211,125.58000183105469,123.83000183105469,125.44000244140625,119.62617492675781,24025500
2019-04-24,125.79000091552734,125.8499984741211,124.5199966430664,125.01000213623047,119.21611022949219,31257000
2019-04-25,130.05999755859375,131.3699951171875,128.8300018310547,129.14999389648438,123.16422271728516,38033900
2019-04-26,129.6999969482422,130.52000427246094,129.02000427246094,129.88999938964844,123.86993408203125,23654900
2019-04-29,129.89999389648438,130.17999267578125,129.35000610351562,129.77000427246094,123.7555160522461,16324200
2019-04-30,129.80999755859375,130.6999969482422,129.38999938964844,130.60000610351562,124.54703521728516,24166500
2019-05-01,130.52999877929688,130.64999389648438,127.69999694824219,127.87999725341797,121.95308685302734,26821700
2019-05-02,127.9800033569336,128.0,125.5199966430664,126.20999908447266,120.36048889160156,27350200
2019-05-03,127.36000061035156,129.42999267578125,127.25,128.89999389648438,122.92582702636719,24911100
2019-05-06,126.38999938964844,128.55999755859375,126.11000061035156,128.14999389648438,122.2105712890625,24239800
2019-05-07,126.45999908447266,127.18000030517578,124.22000122070312,125.5199966430664,119.70247650146484,36017700
2019-05-08,125.44000244140625,126.37000274658203,124.75,125.51000213623047,119.69293212890625,28419000
2019-05-09,124.29000091552734,125.79000091552734,123.56999969482422,125.5,119.68339538574219,27235800
2019-05-10,124.91000366210938,127.93000030517578,123.81999969482422,127.12999725341797,121.23786163330078,30915100
2019-05-13,124.11000061035156,125.55000305175781,123.04000091552734,123.3499984741211,117.63306427001953,33944900
2019-05-14,123.87000274658203,125.87999725341797,123.69999694824219,124.7300033569336,118.9490966796875,25266300
2019-05-15,124.26000213623047,126.70999908447266,123.69999694824219,126.0199966430664,120.6241455078125,24722700
2019-05-16,126.75,129.3800048828125,126.45999908447266,128.92999267578125,123.4095687866211,30112200
