Date,Open,High,Low,Close,Adj Close,Volume,Mean,Max,Min
2022-01-03,167.5500030517578,170.70350646972656,166.16050720214844,170.4044952392578,170.4044952392578,63520000,0.2686,0.6369,-0.3527
2022-01-04,170.43800354003906,171.39999389648438,166.34950256347656,167.52200317382812,167.52200317382812,70726000,0.1089,0.8779,-0.34
2022-01-05,166.88299560546875,167.12649536132812,164.35699462890625,164.35699462890625,164.35699462890625,64302000,0.1752,0.6249,-0.296
2022-01-06,163.45050048828125,164.8000030517578,161.93699645996094,163.25399780273438,163.25399780273438,51958000,0.0463,0.2732,-0.4215
2022-01-07,163.83900451660156,165.24349975585938,162.031005859375,162.5540008544922,162.5540008544922,46606000,0.0884,0.4723,-0.25
2022-01-10,160.5854949951172,161.6614990234375,156.30450439453125,161.48599243164062,161.48599243164062,87798000,0.1106,0.4588,-0.1877
2022-01-11,161.5,166.35000610351562,160.70150756835938,165.36199951171875,165.36199951171875,62806000,0.339,0.7845,0.0772
2022-01-12,166.5749969482422,166.8780059814453,164.41700744628906,165.20700073242188,165.20700073242188,50030000,0.2159,0.5574,-0.2235
2022-01-13,165.25050354003906,166.22149658203125,161.09100341796875,161.21400451660156,161.21400451660156,52188000,0.0876,0.6808,-0.5719
2022-01-14,160.14999389648438,162.25,159.80050659179688,162.13800048828125,162.13800048828125,45974000,-0.001,0.7003,-0.6369
2022-01-18,159.10499572753906,159.7344970703125,157.6645050048828,158.91749572753906,158.91749572753906,67292000,0.0038,0.7096,-0.6369
2022-01-19,158.76199340820312,159.25,156.25,156.2989959716797,156.2989959716797,53242000,0.0765,0.5574,-0.25
2022-01-20,156.76600646972656,158.0,151.3509979248047,151.66749572753906,151.66749572753906,71974000,0.1089,0.3182,-0.1531
2022-01-21,149.9499969482422,150.89999389648438,142.07049560546875,142.64300537109375,142.64300537109375,163972000,0.1849,0.7579,-0.0516
2022-01-24,139.0,144.94500732421875,135.3520050048828,144.54400634765625,144.54400634765625,155624000,0.2317,0.6908,-0.3818
2022-01-25,142.24249267578125,143.60000610351562,138.14500427246094,139.98599243164062,139.98599243164062,90824000,0.1685,0.6597,-0.3818
2022-01-26,144.75,145.18499755859375,137.31849670410156,138.87249755859375,138.87249755859375,95602000,0.0816,0.5423,-0.3182
2022-01-27,140.8000030517578,144.24349975585938,139.35000610351562,139.6374969482422,139.6374969482422,77516000,-0.1586,0.5622,-0.7579
2022-01-28,140.86050415039062,143.9980010986328,137.92950439453125,143.97799682617188,143.97799682617188,74392000,-0.0869,0.3182,-0.5859
2022-01-31,144.75,150.36050415039062,144.30050659179688,149.57350158691406,149.57350158691406,78308000,0.1354,0.8658,-0.4215
2022-02-01,150.0,151.70799255371094,147.62750244140625,151.19349670410156,151.19349670410156,59220000,0.0976,0.4728,-0.6124
2022-02-02,155.05050659179688,155.0749969482422,148.86349487304688,150.6125030517578,150.6125030517578,87330000,0.0339,0.636,-0.4404
2022-02-03,141.7375030517578,144.24749755859375,138.33299255371094,138.8455047607422,138.8455047607422,225532000,0.3637,0.7334,0.1779
2022-02-04,155.60650634765625,161.1999969482422,150.60800170898438,157.63949584960938,157.63949584960938,253456000,0.3631,0.8271,0.0772
2022-02-07,158.52000427246094,162.6909942626953,157.25,157.9355010986328,157.9355010986328,102624000,0.1551,0.5994,-0.2411
2022-02-08,156.75050354003906,161.79249572753906,155.55050659179688,161.4134979248047,161.4134979248047,76040000,-0.0293,0.4404,-0.3182
2022-02-09,162.87350463867188,163.83450317382812,160.25,161.1894989013672,161.1894989013672,68786000,0.1587,0.4767,-0.1779
2022-02-10,158.35000610351562,160.7165069580078,157.75,159.0034942626953,159.0034942626953,68268000,0.3224,0.6908,-0.34
2022-02-11,158.13450622558594,159.0,152.73399353027344,153.2935028076172,153.2935028076172,77100000,0.2545,0.7845,-0.126
2022-02-14,151.75100708007812,158.44850158691406,151.64999389648438,155.16700744628906,155.16700744628906,83230000,0.2324,0.6597,-0.0516
2022-02-15,157.60549926757812,158.0070037841797,154.6374969482422,156.510498046875,156.510498046875,56440000,0.1814,0.7096,0.0
2022-02-16,155.79049682617188,158.83399963378906,154.7344970703125,158.10049438476562,158.10049438476562,52704000,0.2195,0.4939,0.0
2022-02-17,158.14599609375,160.3489990234375,154.5,154.65249633789062,154.65249633789062,64032000,0.1213,0.5574,-0.296
2022-02-18,155.49949645996094,155.49949645996094,150.89300537109375,152.60150146484375,152.60150146484375,63604000,0.1535,0.7096,-0.2023
2022-02-22,150.47850036621094,152.9824981689453,148.48550415039062,150.19749450683594,150.19749450683594,66128000,0.2609,0.7096,-0.34
2022-02-23,151.65049743652344,151.76300048828125,144.6510009765625,144.82699584960938,144.82699584960938,64244000,0.0543,0.6369,-0.3818
2022-02-24,139.83749389648438,151.74899291992188,139.5,151.35800170898438,151.35800170898438,100786000,0.185,0.7096,-0.5994
2022-02-25,150.5500030517578,153.99000549316406,149.2135009765625,153.7884979248047,153.7884979248047,62396000,0.1906,0.5859,0.0
2022-02-28,152.4250030517578,154.4499969482422,150.85000610351562,153.56300354003906,153.56300354003906,57684000,0.3063,0.7845,0.0
2022-03-01,152.7324981689453,154.0989990234375,149.9770050048828,151.14199829101562,151.14199829101562,44874000,0.4261,0.8625,0.0
2022-03-02,150.8489990234375,152.99949645996094,148.75,152.05250549316406,152.05250549316406,47334000,0.1989,0.7096,-0.128
2022-03-03,153.531494140625,153.9290008544922,146.8560028076172,147.89849853515625,147.89849853515625,65198000,0.1987,0.7003,-0.3182
2022-03-04,147.15899658203125,147.85000610351562,143.8070068359375,145.64100646972656,145.64100646972656,60934000,0.215,0.6369,-0.7574
2022-03-07,145.44349670410156,146.09449768066406,137.41650390625,137.4530029296875,137.4530029296875,86934000,-0.1269,0.6369,-0.4215
2022-03-08,136.68350219726562,140.69949340820312,133.57249450683594,136.01449584960938,136.01449584960938,91662000,0.2406,0.5574,0.0
2022-03-09,139.5,140.25,136.8280029296875,139.2790069580078,139.2790069580078,82656000,0.1104,0.4404,-0.2263
2022-03-10,145.68499755859375,148.67449951171875,143.97799682617188,146.8175048828125,146.8175048828125,135062000,0.1949,0.6369,-0.34
2022-03-11,149.57449340820312,149.6750030517578,145.36900329589844,145.52450561523438,145.52450561523438,68900000,0.209,0.6124,-0.2481
2022-03-14,145.9810028076172,147.4499969482422,140.88400268554688,141.85299682617188,141.85299682617188,74086000,0.226,0.7096,-0.6597
2022-03-15,142.85000610351562,147.98500061035156,142.0,147.3665008544922,147.3665008544922,75584000,0.1594,0.636,-0.34
2022-03-16,148.5,153.14999389648438,147.35350036621094,153.10400390625,153.10400390625,84958000,0.0159,0.6808,-0.4939
2022-03-17,152.6405029296875,157.49850463867188,152.13999938964844,157.23899841308594,157.23899841308594,72934000,0.1615,0.7845,-0.4404
2022-03-18,156.81300354003906,161.593994140625,156.01100158691406,161.25050354003906,161.25050354003906,102962000,0.1769,0.5423,-0.4588
2022-03-21,161.12100219726562,163.08399963378906,159.55299377441406,161.4915008544922,161.4915008544922,66538000,0.1338,0.7096,-0.5423
2022-03-22,161.8054962158203,166.16700744628906,161.69900512695312,164.88900756835938,164.88900756835938,64086000,0.2039,0.8316,-0.2263
2022-03-23,163.7050018310547,166.3699951171875,162.68699645996094,163.4080047607422,163.4080047607422,55812000,0.2238,0.7096,-0.2023
2022-03-24,163.74949645996094,164.11849975585938,160.0500030517578,163.64950561523438,163.64950561523438,56798000,0.1176,0.7964,-0.2023
2022-03-25,164.0,165.36849975585938,162.25,164.77349853515625,164.77349853515625,49032000,0.302,0.7096,0.0
2022-03-28,164.97500610351562,169.03750610351562,164.89999389648438,168.99049377441406,168.99049377441406,59854000,0.2357,0.7096,0.0
2022-03-29,170.38400268554688,170.8314971923828,167.86849975585938,169.31500244140625,169.31500244140625,66154000,0.121,0.5994,-0.5719
2022-03-30,168.50950622558594,168.95050048828125,165.5,166.30099487304688,166.30099487304688,56168000,0.2734,0.6369,0.0
2022-03-31,166.44500732421875,166.4949951171875,162.95350646972656,162.99749755859375,162.99749755859375,59966000,0.0028,0.6705,-0.6369
2022-04-01,164.14950561523438,165.82699584960938,162.3195037841797,163.55999755859375,163.55999755859375,57090000,0.2189,0.6705,0.0
2022-04-04,164.125,168.39450073242188,163.20550537109375,168.34649658203125,168.34649658203125,49882000,0.1979,0.6124,-0.296
2022-04-05,167.7415008544922,168.11050415039062,163.26600646972656,164.05499267578125,164.05499267578125,53728000,0.2222,0.7096,-0.3612
2022-04-06,161.65049743652344,162.1999969482422,157.25450134277344,158.75599670410156,158.75599670410156,79056000,0.3616,0.7184,0.0
2022-04-07,158.39999389648438,160.07899475097656,154.51150512695312,157.7845001220703,157.7845001220703,68136000,0.1085,0.6705,-0.5719
2022-04-08,156.75,157.36849975585938,154.2310028076172,154.4604949951172,154.4604949951172,46002000,0.2309,0.7096,0.0
2022-04-11,152.71299743652344,154.13650512695312,150.5345001220703,151.1219940185547,151.1219940185547,52112000,0.1693,0.7003,-0.1779
2022-04-12,153.6925048828125,155.0989990234375,150.38299560546875,150.78750610351562,150.78750610351562,55178000,0.1674,0.7096,-0.4019
2022-04-13,150.01849365234375,156.02499389648438,149.60000610351562,155.54100036621094,155.54100036621094,53390000,0.2252,0.7096,-0.25
2022-04-14,155.38999938964844,155.89700317382812,151.4720001220703,151.7064971923828,151.7064971923828,51598000,0.1183,0.5267,-0.3673
2022-04-18,151.52349853515625,154.0395050048828,150.25050354003906,152.78500366210938,152.78500366210938,46514000,0.2424,0.7096,-0.4404
2022-04-19,152.0294952392578,158.6490020751953,151.55050659179688,158.11549377441406,158.11549377441406,54926000,0.078,0.3612,-0.6486
2022-04-20,157.6024932861328,157.6024932861328,153.60350036621094,153.9980010986328,153.9980010986328,59630000,0.3234,0.8658,-0.296
2022-04-21,154.71400451660156,156.73800659179688,147.58949279785156,148.29600524902344,148.29600524902344,63970000,0.1865,0.6249,-0.6249
2022-04-22,148.25,149.61500549316406,143.69749450683594,144.35000610351562,144.35000610351562,73078000,0.2561,0.5574,-0.0972
2022-04-25,144.0229949951172,146.22149658203125,142.30650329589844,146.07400512695312,146.07400512695312,61874000,0.1572,0.6705,-0.128
2022-04-26,144.8000030517578,144.8560028076172,138.92950439453125,139.39100646972656,139.39100646972656,77530000,0.0023,0.6124,-0.7184
2022-04-27,140.19149780273438,141.94850158691406,135.7834930419922,138.16700744628906,138.16700744628906,71336000,0.1415,0.6597,-0.34
2022-04-28,142.17799377441406,145.9375,140.3000030517578,144.59649658203125,144.59649658203125,117316000,-0.0672,0.1779,-0.6249
2022-04-29,129.8489990234375,130.76100158691406,121.625,124.28150177001952,124.28150177001952,272662000,-0.1286,0.7096,-0.7506
2022-05-02,122.4010009765625,124.66799926757812,118.375,124.5,124.5,148788000,-0.1191,0.6369,-0.5719
2022-05-03,124.05349731445312,126.22049713134766,122.8249969482422,124.25350189208984,124.25350189208984,79134000,0.1319,0.6369,-0.6908
2022-05-04,123.5999984741211,126.0,119.18299865722656,125.92849731445312,125.92849731445312,110746000,0.0318,0.6369,-0.7351
2022-05-05,123.0,123.4990005493164,115.07250213623048,116.40699768066406,116.40699768066406,144392000,0.0108,0.1779,-0.7351
2022-05-06,114.8499984741211,119.05049896240234,113.0814971923828,114.77249908447266,114.77249908447266,124260000,0.0469,0.6124,-0.7003
2022-05-09,111.3125,114.0,107.95700073242188,108.78900146484376,108.78900146484376,128124000,0.1216,0.3818,0.0
2022-05-10,111.25,112.64250183105467,107.1709976196289,108.85900115966795,108.85900115966795,105434000,0.0963,0.3818,-0.2023
2022-05-11,108.10350036621094,110.15599822998048,104.42849731445312,105.37200164794922,105.37200164794922,109704000,0.2578,0.6597,-0.34
2022-05-12,102.75,110.78050231933594,102.40550231933594,106.93049621582033,106.93049621582033,132026000,0.1529,0.8176,-0.3612
2022-05-13,109.06900024414062,113.18399810791016,107.8000030517578,113.05500030517578,113.05500030517578,93684000,0.226,0.7096,-0.5719
2022-05-16,113.0999984741211,113.99250030517578,110.35399627685548,110.8105010986328,110.8105010986328,74566000,0.0204,0.7096,-0.5574
2022-05-17,113.2750015258789,115.8000030517578,111.27649688720705,115.36849975585938,115.36849975585938,76448000,0.1474,0.6597,-0.1779
2022-05-18,111.4394989013672,112.85299682617188,106.2490005493164,107.1125030517578,107.1125030517578,108380000,0.093,0.5789,-0.5994
2022-05-19,106.28050231933594,110.03399658203124,106.19300079345705,107.31900024414062,107.31900024414062,88142000,0.0036,0.4019,-0.3818
2022-05-20,109.56849670410156,109.89800262451172,105.0094985961914,107.59100341796876,107.59100341796876,99500000,0.0558,0.5423,-0.34
2022-05-23,108.46099853515624,108.81900024414062,103.9499969482422,107.55699920654295,107.55699920654295,107798000,0.2242,0.5994,0.0
2022-05-24,104.0250015258789,105.4000015258789,101.26000213623048,104.0999984741211,104.0999984741211,102934000,-0.003,0.7579,-0.4215
2022-05-25,103.65550231933594,108.1750030517578,103.6500015258789,106.7750015258789,106.7750015258789,93120000,0.0624,0.5994,-0.7184
2022-05-26,107.97000122070312,112.66549682617188,107.45349884033205,111.07749938964844,111.07749938964844,93002000,0.0828,0.3612,-0.4215
2022-05-27,113.5500030517578,115.18699645996094,112.62799835205078,115.14649963378906,115.14649963378906,93660000,0.1798,0.7424,-0.5106
2022-05-31,116.27999877929688,121.99449920654295,115.6750030517578,120.20950317382812,120.20950317382812,144634000,0.2353,0.6124,0.0
2022-06-01,122.25599670410156,125.1790008544922,120.62249755859376,121.68399810791016,121.68399810791016,127528000,0.1727,0.7334,-0.5267
2022-06-02,121.68399810791016,125.61000061035156,120.04499816894533,125.51100158691406,125.51100158691406,100560000,-0.0239,0.6486,-0.9001
2022-06-03,124.1999969482422,124.4000015258789,121.04650115966795,122.3499984741211,122.3499984741211,97604000,0.0519,0.3818,-0.3182
2022-06-06,125.25,128.99000549316406,123.80999755859376,124.79000091552734,124.79000091552734,135269000,0.1044,0.5719,-0.802
2022-06-07,122.01000213623048,124.0999984741211,120.62999725341795,123.0,123.0,85156700,0.1284,0.7096,-0.296
2022-06-08,122.61000061035156,123.75,120.75,121.18000030517578,121.18000030517578,64926600,0.139,0.5574,-0.4019
2022-06-09,119.98999786376952,121.3000030517578,116.0999984741211,116.1500015258789,116.1500015258789,67029800,0.1876,0.6808,-0.4215
2022-06-10,113.41999816894533,114.5,109.0500030517578,109.6500015258789,109.6500015258789,87266000,-0.0399,0.2263,-0.6249
2022-06-13,104.19000244140624,106.54000091552734,101.86000061035156,103.66999816894533,103.66999816894533,99277700,0.0628,0.8422,-0.6369
2022-06-14,104.19000244140624,104.87999725341795,101.43000030517578,102.30999755859376,102.30999755859376,69728800,0.1603,0.6369,-0.7003
2022-06-15,103.86000061035156,109.05999755859376,103.52999877929688,107.66999816894533,107.66999816894533,85011100,-0.0707,0.5256,-0.7096
2022-06-16,104.47000122070312,104.58000183105467,102.01000213623048,103.66000366210938,103.66000366210938,82186300,0.3068,0.7506,0.0
2022-06-17,102.8000030517578,106.9800033569336,102.51000213623048,106.22000122070312,106.22000122070312,99772100,0.0309,0.6369,-0.7506
2022-06-21,108.1999969482422,111.62999725341795,103.55999755859376,108.68000030517578,108.68000030517578,70901200,0.3673,0.802,-0.128
2022-06-22,107.43000030517578,112.12999725341795,107.0199966430664,108.9499969482422,108.9499969482422,60040100,0.1592,0.6124,-0.6486
2022-06-23,110.38999938964844,113.0,107.93000030517578,112.44000244140624,112.44000244140624,64345300,0.283,0.7096,-0.2263
2022-06-24,112.37999725341795,116.70999908447266,111.43000030517578,116.45999908447266,116.45999908447266,69867600,0.243,0.8074,-0.128
2022-06-27,117.08999633789062,117.9800033569336,112.6999969482422,113.22000122070312,113.22000122070312,62133200,0.2499,0.7096,-0.0258
2022-06-28,113.5,114.8499984741211,107.04000091552734,107.4000015258789,107.4000015258789,74942900,0.0614,0.7506,-0.6808
2022-06-29,107.37999725341795,110.98999786376952,106.91000366210938,108.91999816894533,108.91999816894533,66375300,0.0551,0.6705,-0.296
2022-06-30,108.11000061035156,108.18000030517578,102.5199966430664,106.20999908447266,106.20999908447266,97679400,0.1435,0.7096,-0.802
2022-07-01,106.29000091552734,109.75,105.8499984741211,109.55999755859376,109.55999755859376,73021200,0.3343,0.9136,-0.2023
2022-07-05,107.5999984741211,114.08000183105467,106.31999969482422,113.5,113.5,76583700,0.2371,0.7096,-0.5106
2022-07-06,113.20999908447266,115.4800033569336,112.01000213623048,114.33000183105467,114.33000183105467,66958900,0.2462,0.7096,-0.34
2022-07-07,113.8499984741211,116.98999786376952,113.48999786376952,116.33000183105467,116.33000183105467,57872300,0.3103,0.8176,-0.0516
2022-07-08,114.5999984741211,116.58000183105467,113.69000244140624,115.54000091552734,115.54000091552734,45719700,0.219,0.7579,-0.34
2022-07-11,114.08000183105467,114.3000030517578,110.87000274658205,111.75,111.75,53487600,0.4172,0.7269,0.0
2022-07-12,112.16000366210938,113.2300033569336,108.33999633789062,109.22000122070312,109.22000122070312,54280300,0.1985,0.7464,-0.128
2022-07-13,107.02999877929688,111.77999877929688,106.01000213623048,110.4000015258789,110.4000015258789,61353800,0.4547,0.7096,0.1779
2022-07-14,110.23999786376952,111.18000030517578,107.58000183105467,110.62999725341795,110.62999725341795,51163100,0.3203,0.7096,0.0
2022-07-15,112.5,115.58999633789062,111.58999633789062,113.5500030517578,113.5500030517578,84317800,0.0637,0.4215,-0.5106
2022-07-18,115.0,117.23999786376952,113.1500015258789,113.76000213623048,113.76000213623048,59115400,0.4044,0.7096,0.0
2022-07-19,115.6999969482422,118.9499969482422,114.02999877929688,118.20999908447266,118.20999908447266,60990000,-0.0073,0.6808,-0.5267
2022-07-20,118.62000274658205,123.4800033569336,118.31999969482422,122.7699966430664,122.7699966430664,71268300,0.1645,0.7096,-0.34
2022-07-21,123.1999969482422,124.8499984741211,121.26000213623048,124.62999725341795,124.62999725341795,60239900,0.338,0.7096,0.0
2022-07-22,125.01000213623048,125.5,121.3499984741211,122.41999816894533,122.41999816894533,51463800,0.1654,0.7346,-0.3612
2022-07-25,122.6999969482422,123.63999938964844,120.02999877929688,121.13999938964844,121.13999938964844,50221300,0.3223,0.7096,-0.0516
